URL,Title of the Page,Type of Source,PEP Role Referenced,Content Snippet
https://www.mg.co.za/profile/kuben-naidoo-4543,Kuben Naidoo addresses parliament,News,Central Bank Official,"Kuben Naidoo serves as Central Bank Official in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.saps.gov.za/politics/bheki-cele-biography-1,Bheki Cele speaks on government policy,Government,Minister,"Bheki Cele serves as Minister in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.sandf.mil.za/politics/solly-shoke-biography,Interview with Solly Shoke,Other,Military Officer,"Solly Shoke serves as Military Officer in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/article/284988/athol-trollip,Athol Trollip speaks on government policy,News,Mayor,"Athol Trollip serves as Mayor in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/person/david-mabuza,David Mabuza speaks on government policy,News,President,"David Mabuza serves as President in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.da.org.za/government/political-party-leader/helen-zille,Helen Zille - Political Party Leader responsibilities,Political Party,Political Party Leader,"Helen Zille serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/person/mandisa-maya,Mandisa Maya - Official Judge Profile,News,Judge,"Mandisa Maya serves as Judge in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.westerncape.gov.za/person/phumulo-masualle,Profile of Phumulo Masualle - Premier,Other,Premier,"Phumulo Masualle serves as Premier in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.treasury.gov.za/article/791708/aaron-motsoaledi,Aaron Motsoaledi speaks on government policy,Government,Minister,"Aaron Motsoaledi serves as Minister in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.westerncape.gov.za/news/helen-zille-45073,Helen Zille speaks on government policy,Other,Premier,"Helen Zille serves as Premier in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/government/military-officer/rudzani-maphwanya,Interview with Rudzani Maphwanya,Government,Military Officer,"Rudzani Maphwanya serves as Military Officer in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.resbank.co.za/article/715111/rashad-cassim,Rashad Cassim - Central Bank Official responsibilities,Government,Central Bank Official,"Rashad Cassim serves as Central Bank Official in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.treasury.gov.za/article/507139/aaron-motsoaledi,Aaron Motsoaledi - Minister responsibilities,Government,Minister,"Aaron Motsoaledi serves as Minister in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.judiciary.org.za/politics/mogoeng-mogoeng-biography,Mogoeng Mogoeng addresses parliament,Government,Judge,"Mogoeng Mogoeng serves as Judge in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.da.org.za/government/political-party-leader/helen-zille-1,Helen Zille speaks on government policy,Political Party,Political Party Leader,"Helen Zille serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.iol.co.za/person/phumulo-masualle,Phumulo Masualle - Official Premier Profile,News,Premier,"Phumulo Masualle serves as Premier in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.resbank.co.za/news/lesetja-kganyago-72767,"Biography: Lesetja Kganyago, Central Bank Official",Government,Central Bank Official,"Lesetja Kganyago serves as Central Bank Official in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.treasury.gov.za/profile/stella-ndabeni-abrahams-4448,Profile of Stella Ndabeni-Abrahams - Minister,Government,Minister,"Stella Ndabeni-Abrahams serves as Minister in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.tshwane.gov.za/person/solly-msimanga,Interview with Solly Msimanga,Other,Mayor,"Solly Msimanga serves as Mayor in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.saps.gov.za/person/enoch-godongwana-1,Enoch Godongwana - Minister responsibilities,Government,Minister,"Enoch Godongwana serves as Minister in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/profile/mandisa-maya-8495,Mandisa Maya - Judge responsibilities,News,Judge,"Mandisa Maya serves as Judge in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.westerncape.gov.za/government/premier/supra-mahumapelo,"Biography: Supra Mahumapelo, Premier",Other,Premier,"Supra Mahumapelo serves as Premier in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.dirco.gov.za/politics/clayson-monyela-biography,Clayson Monyela speaks on government policy,Government,Ambassador,"Clayson Monyela serves as Ambassador in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.health.gov.za/politics/enoch-godongwana-biography-1,Enoch Godongwana - Minister responsibilities,Government,Minister,"Enoch Godongwana serves as Minister in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.judiciary.org.za/news/mandisa-maya-24132,Interview with Mandisa Maya,Government,Judge,"Mandisa Maya serves as Judge in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/news/seymour-goosen-77846,Seymour Goosen speaks on government policy,Government,Military Officer,"Seymour Goosen serves as Military Officer in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.effonline.org/profile/mbuyiseni-ndlozi-6728,Mbuyiseni Ndlozi addresses parliament,Political Party,Political Party Leader,"Mbuyiseni Ndlozi serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.presidency.gov.za/article/399951/david-mabuza,Profile of David Mabuza - President,Government,President,"David Mabuza serves as President in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.presidency.gov.za/article/855622/david-mabuza,David Mabuza - President responsibilities,Government,President,"David Mabuza serves as President in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.effonline.org/government/political-party-leader/floyd-shivambu,Floyd Shivambu - Official Political Party Leader Profile,Political Party,Political Party Leader,"Floyd Shivambu serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.sandf.mil.za/news/seymour-goosen-82574,"Biography: Seymour Goosen, Military Officer",Other,Military Officer,"Seymour Goosen serves as Military Officer in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.sandf.mil.za/person/seymour-goosen-2,Interview with Seymour Goosen,Other,Military Officer,"Seymour Goosen serves as Military Officer in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.mg.co.za/article/895211/lesetja-kganyago,Lesetja Kganyago - Central Bank Official responsibilities,News,Central Bank Official,"Lesetja Kganyago serves as Central Bank Official in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/profile/kuben-naidoo-5110,Kuben Naidoo appointed as Central Bank Official,Government,Central Bank Official,"Kuben Naidoo serves as Central Bank Official in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/government/ambassador/clayson-monyela-1,Profile of Clayson Monyela - Ambassador,Government,Ambassador,"Clayson Monyela serves as Ambassador in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.iol.co.za/government/premier/supra-mahumapelo,Supra Mahumapelo - Official Premier Profile,News,Premier,"Supra Mahumapelo serves as Premier in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/news/phumulo-masualle-84038,Phumulo Masualle speaks on government policy,Government,Premier,"Phumulo Masualle serves as Premier in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/profile/raymond-zondo-2383,Raymond Zondo speaks on government policy,News,Judge,"Raymond Zondo serves as Judge in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/government/military-officer/rudzani-maphwanya,"Biography: Rudzani Maphwanya, Military Officer",News,Military Officer,"Rudzani Maphwanya serves as Military Officer in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.sandf.mil.za/article/968974/seymour-goosen,"Biography: Seymour Goosen, Military Officer",Other,Military Officer,"Seymour Goosen serves as Military Officer in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.judiciary.org.za/profile/raymond-zondo-7557,Raymond Zondo - Official Judge Profile,Government,Judge,"Raymond Zondo serves as Judge in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.sandf.mil.za/news/rudzani-maphwanya-45793,Rudzani Maphwanya speaks on government policy,Other,Military Officer,"Rudzani Maphwanya serves as Military Officer in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.timeslive.co.za/politics/floyd-shivambu-biography,Profile of Floyd Shivambu - Political Party Leader,News,Political Party Leader,"Floyd Shivambu serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/article/180931/clayson-monyela,Clayson Monyela - Official Ambassador Profile,Government,Ambassador,"Clayson Monyela serves as Ambassador in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.effonline.org/article/413000/julius-malema,Julius Malema - Official Political Party Leader Profile,Political Party,Political Party Leader,"Julius Malema serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.judiciary.org.za/article/236763/mandisa-maya,Mandisa Maya appointed as Judge,Government,Judge,"Mandisa Maya serves as Judge in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/person/kuben-naidoo,Interview with Kuben Naidoo,Government,Central Bank Official,"Kuben Naidoo serves as Central Bank Official in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.presidency.gov.za/politics/paul-mashatile-biography,"Biography: Paul Mashatile, President",Government,President,"Paul Mashatile serves as President in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.mg.co.za/news/mmusi-maimane-68378,Interview with Mmusi Maimane,News,Political Party Leader,"Mmusi Maimane serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/profile/mmusi-maimane-6556,Profile of Mmusi Maimane - Political Party Leader,News,Political Party Leader,"Mmusi Maimane serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.mg.co.za/government/central-bank-official/rashad-cassim,Rashad Cassim speaks on government policy,News,Central Bank Official,"Rashad Cassim serves as Central Bank Official in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/news/solly-msimanga-75972,Solly Msimanga - Mayor responsibilities,News,Mayor,"Solly Msimanga serves as Mayor in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.dirco.gov.za/article/254068/ebrahim-rasool,"Biography: Ebrahim Rasool, Ambassador",Government,Ambassador,"Ebrahim Rasool serves as Ambassador in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.timeslive.co.za/news/ebrahim-rasool-67890,Ebrahim Rasool - Ambassador responsibilities,News,Ambassador,"Ebrahim Rasool serves as Ambassador in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/news/mbuyiseni-ndlozi-69498,Interview with Mbuyiseni Ndlozi,News,Political Party Leader,"Mbuyiseni Ndlozi serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/news/floyd-shivambu-47155,Floyd Shivambu addresses parliament,News,Political Party Leader,"Floyd Shivambu serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.joburg.org.za/government/mayor/herman-mashaba,Profile of Herman Mashaba - Mayor,Other,Mayor,"Herman Mashaba serves as Mayor in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/profile/paul-mashatile-7064,Paul Mashatile speaks on government policy,Government,President,"Paul Mashatile serves as President in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.saps.gov.za/profile/bheki-cele-4628,Profile of Bheki Cele - Minister,Government,Minister,"Bheki Cele serves as Minister in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.timeslive.co.za/government/ambassador/clayson-monyela,Interview with Clayson Monyela,News,Ambassador,"Clayson Monyela serves as Ambassador in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.saps.gov.za/profile/enoch-godongwana-2375,"Biography: Enoch Godongwana, Minister",Government,Minister,"Enoch Godongwana serves as Minister in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.resbank.co.za/news/rashad-cassim-92150,Interview with Rashad Cassim,Government,Central Bank Official,"Rashad Cassim serves as Central Bank Official in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.joburg.org.za/profile/herman-mashaba-2988,Herman Mashaba addresses parliament,Other,Mayor,"Herman Mashaba serves as Mayor in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.dirco.gov.za/person/lindiwe-sisulu-1,Lindiwe Sisulu addresses parliament,Government,Ambassador,"Lindiwe Sisulu serves as Ambassador in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.timeslive.co.za/article/500198/julius-malema,Julius Malema - Official Political Party Leader Profile,News,Political Party Leader,"Julius Malema serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/person/raymond-zondo,"Biography: Raymond Zondo, Judge",News,Judge,"Raymond Zondo serves as Judge in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/person/rudzani-maphwanya,Rudzani Maphwanya - Military Officer responsibilities,Government,Military Officer,"Rudzani Maphwanya serves as Military Officer in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.timeslive.co.za/person/lindiwe-sisulu-1,"Biography: Lindiwe Sisulu, Ambassador",News,Ambassador,"Lindiwe Sisulu serves as Ambassador in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.presidency.gov.za/person/cyril-ramaphosa-2,Cyril Ramaphosa speaks on government policy,Government,President,"Cyril Ramaphosa serves as President in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.effonline.org/news/julius-malema-14656,Julius Malema appointed as Political Party Leader,Political Party,Political Party Leader,"Julius Malema serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.iol.co.za/person/john-steenhuisen,John Steenhuisen - Official Political Party Leader Profile,News,Political Party Leader,"John Steenhuisen serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/government/political-party-leader/floyd-shivambu-2,Interview with Floyd Shivambu,News,Political Party Leader,"Floyd Shivambu serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.da.org.za/government/political-party-leader/john-steenhuisen,Interview with John Steenhuisen,Political Party,Political Party Leader,"John Steenhuisen serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/news/rudzani-maphwanya-78460,Rudzani Maphwanya - Military Officer responsibilities,Government,Military Officer,"Rudzani Maphwanya serves as Military Officer in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.mg.co.za/news/mmusi-maimane-55405,Mmusi Maimane - Official Political Party Leader Profile,News,Political Party Leader,"Mmusi Maimane serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/person/bheki-cele,Profile of Bheki Cele - Minister,Government,Minister,"Bheki Cele serves as Minister in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.iol.co.za/article/332365/helen-zille,Helen Zille addresses parliament,News,Premier,"Helen Zille serves as Premier in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.resbank.co.za/politics/kuben-naidoo-biography-2,Kuben Naidoo - Official Central Bank Official Profile,Government,Central Bank Official,"Kuben Naidoo serves as Central Bank Official in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/person/david-mabuza-1,Profile of David Mabuza - President,News,President,"David Mabuza serves as President in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.saps.gov.za/person/enoch-godongwana-2,Enoch Godongwana appointed as Minister,Government,Minister,"Enoch Godongwana serves as Minister in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.effonline.org/article/812493/floyd-shivambu,Floyd Shivambu - Political Party Leader responsibilities,Political Party,Political Party Leader,"Floyd Shivambu serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.tshwane.gov.za/government/mayor/solly-msimanga,Profile of Solly Msimanga - Mayor,Other,Mayor,"Solly Msimanga serves as Mayor in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/person/david-mabuza-2,David Mabuza speaks on government policy,Government,President,"David Mabuza serves as President in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/person/solly-shoke-1,Interview with Solly Shoke,Government,Military Officer,"Solly Shoke serves as Military Officer in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/article/778627/david-mabuza,"Biography: David Mabuza, President",Government,President,"David Mabuza serves as President in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/profile/athol-trollip-4740,Interview with Athol Trollip,News,Mayor,"Athol Trollip serves as Mayor in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/profile/david-mabuza-7696,David Mabuza addresses parliament,Government,President,"David Mabuza serves as President in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.westerncape.gov.za/government/premier/helen-zille-1,Interview with Helen Zille,Other,Premier,"Helen Zille serves as Premier in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/government/military-officer/seymour-goosen-1,Seymour Goosen - Military Officer responsibilities,News,Military Officer,"Seymour Goosen serves as Military Officer in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/government/mayor/herman-mashaba,Herman Mashaba appointed as Mayor,News,Mayor,"Herman Mashaba serves as Mayor in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/government/political-party-leader/mbuyiseni-ndlozi,"Biography: Mbuyiseni Ndlozi, Political Party Leader",News,Political Party Leader,"Mbuyiseni Ndlozi serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/government/ambassador/clayson-monyela-2,Clayson Monyela appointed as Ambassador,Government,Ambassador,"Clayson Monyela serves as Ambassador in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.dirco.gov.za/government/ambassador/clayson-monyela,Profile of Clayson Monyela - Ambassador,Government,Ambassador,"Clayson Monyela serves as Ambassador in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.judiciary.org.za/politics/raymond-zondo-biography,Interview with Raymond Zondo,Government,Judge,"Raymond Zondo serves as Judge in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/government/president/david-mabuza-1,David Mabuza speaks on government policy,News,President,"David Mabuza serves as President in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.sandf.mil.za/government/military-officer/rudzani-maphwanya-1,Rudzani Maphwanya addresses parliament,Other,Military Officer,"Rudzani Maphwanya serves as Military Officer in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.resbank.co.za/news/lesetja-kganyago-69282,Lesetja Kganyago - Official Central Bank Official Profile,Government,Central Bank Official,"Lesetja Kganyago serves as Central Bank Official in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/profile/floyd-shivambu-8021,Floyd Shivambu - Official Political Party Leader Profile,News,Political Party Leader,"Floyd Shivambu serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/article/316274/rudzani-maphwanya,Rudzani Maphwanya speaks on government policy,News,Military Officer,"Rudzani Maphwanya serves as Military Officer in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/person/mandisa-maya-1,Interview with Mandisa Maya,News,Judge,"Mandisa Maya serves as Judge in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/profile/mogoeng-mogoeng-4754,"Biography: Mogoeng Mogoeng, Judge",Government,Judge,"Mogoeng Mogoeng serves as Judge in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.da.org.za/profile/helen-zille-4244,Interview with Helen Zille,Political Party,Political Party Leader,"Helen Zille serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.dirco.gov.za/government/minister/stella-ndabeni-abrahams,Stella Ndabeni-Abrahams - Official Minister Profile,Government,Minister,"Stella Ndabeni-Abrahams serves as Minister in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.dirco.gov.za/news/lindiwe-sisulu-51214,Lindiwe Sisulu - Ambassador responsibilities,Government,Ambassador,"Lindiwe Sisulu serves as Ambassador in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.mg.co.za/article/711077/kuben-naidoo,Kuben Naidoo speaks on government policy,News,Central Bank Official,"Kuben Naidoo serves as Central Bank Official in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.iol.co.za/person/mmusi-maimane-1,Mmusi Maimane addresses parliament,News,Political Party Leader,"Mmusi Maimane serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.westerncape.gov.za/news/supra-mahumapelo-35539,Interview with Supra Mahumapelo,Other,Premier,"Supra Mahumapelo serves as Premier in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.resbank.co.za/news/kuben-naidoo-48870,Kuben Naidoo - Central Bank Official responsibilities,Government,Central Bank Official,"Kuben Naidoo serves as Central Bank Official in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.saps.gov.za/profile/stella-ndabeni-abrahams-2030,Stella Ndabeni-Abrahams addresses parliament,Government,Minister,"Stella Ndabeni-Abrahams serves as Minister in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/news/david-mabuza-13413,Profile of David Mabuza - President,Government,President,"David Mabuza serves as President in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.tshwane.gov.za/article/933507/herman-mashaba,Herman Mashaba - Official Mayor Profile,Other,Mayor,"Herman Mashaba serves as Mayor in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.timeslive.co.za/government/political-party-leader/floyd-shivambu,Floyd Shivambu - Political Party Leader responsibilities,News,Political Party Leader,"Floyd Shivambu serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.dirco.gov.za/news/lindiwe-sisulu-73900,Profile of Lindiwe Sisulu - Ambassador,Government,Ambassador,"Lindiwe Sisulu serves as Ambassador in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/politics/mbuyiseni-ndlozi-biography,Interview with Mbuyiseni Ndlozi,News,Political Party Leader,"Mbuyiseni Ndlozi serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/person/herman-mashaba,Herman Mashaba - Mayor responsibilities,News,Mayor,"Herman Mashaba serves as Mayor in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.effonline.org/person/floyd-shivambu,Interview with Floyd Shivambu,Political Party,Political Party Leader,"Floyd Shivambu serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/person/seymour-goosen,Interview with Seymour Goosen,News,Military Officer,"Seymour Goosen serves as Military Officer in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/article/860940/cyril-ramaphosa,Cyril Ramaphosa speaks on government policy,Government,President,"Cyril Ramaphosa serves as President in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/politics/rudzani-maphwanya-biography,Interview with Rudzani Maphwanya,Government,Military Officer,"Rudzani Maphwanya serves as Military Officer in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.effonline.org/person/mbuyiseni-ndlozi,"Biography: Mbuyiseni Ndlozi, Political Party Leader",Political Party,Political Party Leader,"Mbuyiseni Ndlozi serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.tshwane.gov.za/person/athol-trollip-1,Athol Trollip appointed as Mayor,Other,Mayor,"Athol Trollip serves as Mayor in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/government/political-party-leader/helen-zille-1,Profile of Helen Zille - Political Party Leader,News,Political Party Leader,"Helen Zille serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.joburg.org.za/news/athol-trollip-96694,Athol Trollip - Mayor responsibilities,Other,Mayor,"Athol Trollip serves as Mayor in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.joburg.org.za/person/athol-trollip,Athol Trollip - Official Mayor Profile,Other,Mayor,"Athol Trollip serves as Mayor in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.iol.co.za/politics/helen-zille-biography,Profile of Helen Zille - Political Party Leader,News,Political Party Leader,"Helen Zille serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/government/president/david-mabuza,David Mabuza speaks on government policy,Government,President,"David Mabuza serves as President in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.effonline.org/politics/floyd-shivambu-biography-1,Floyd Shivambu addresses parliament,Political Party,Political Party Leader,"Floyd Shivambu serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.joburg.org.za/person/herman-mashaba,Interview with Herman Mashaba,Other,Mayor,"Herman Mashaba serves as Mayor in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/politics/john-steenhuisen-biography-1,John Steenhuisen addresses parliament,News,Political Party Leader,"John Steenhuisen serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.presidency.gov.za/article/432422/david-mabuza,David Mabuza speaks on government policy,Government,President,"David Mabuza serves as President in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/government/president/paul-mashatile,Interview with Paul Mashatile,News,President,"Paul Mashatile serves as President in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/profile/solly-msimanga-9790,"Biography: Solly Msimanga, Mayor",News,Mayor,"Solly Msimanga serves as Mayor in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/person/john-steenhuisen-1,Profile of John Steenhuisen - Political Party Leader,News,Political Party Leader,"John Steenhuisen serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.tshwane.gov.za/profile/herman-mashaba-1928,Herman Mashaba - Mayor responsibilities,Other,Mayor,"Herman Mashaba serves as Mayor in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/profile/mandisa-maya-2618,Profile of Mandisa Maya - Judge,Government,Judge,"Mandisa Maya serves as Judge in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.timeslive.co.za/person/mbuyiseni-ndlozi,Profile of Mbuyiseni Ndlozi - Political Party Leader,News,Political Party Leader,"Mbuyiseni Ndlozi serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.resbank.co.za/news/rashad-cassim-77009,Rashad Cassim speaks on government policy,Government,Central Bank Official,"Rashad Cassim serves as Central Bank Official in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.tshwane.gov.za/politics/athol-trollip-biography,Athol Trollip appointed as Mayor,Other,Mayor,"Athol Trollip serves as Mayor in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/government/president/paul-mashatile,Profile of Paul Mashatile - President,Government,President,"Paul Mashatile serves as President in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.timeslive.co.za/politics/julius-malema-biography,Julius Malema appointed as Political Party Leader,News,Political Party Leader,"Julius Malema serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
